case_id,act_name,section_no_title,section_title,legal_text,case_type,case_facts,case_summary,petitioner,respondent,court_name,judge_name,filing_date,judgment_date,outcome,judgment_reason,citation,state,police_station_or_forum,advocate_name
INDLAW-2146,Code of Civil Procedure (CPC),Section 9 - Courts to try all civil suits,Courts to try all civil suits,Synthetic summary of Section 9 - Courts to try all civil suits. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Sed nisi ipsa in. Numquam consectetur pariatur totam optio voluptatum in.,"This case concerns Section 9 - Courts to try all civil suits under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",Mitali Kata,Yuvraj Sangha,"Labour Court, Chennai",Reyansh Dugal,2024-03-30,2026-02-06,Acquitted,tax demand confirmed,201 AIR 2011 292,Maharashtra,Central Crime Branch,Falan Aggarwal
INDLAW-2147,Constitution of India,Article 21 - Protection of life and personal liberty,Protection of life and personal liberty,Synthetic summary of Article 21 - Protection of life and personal liberty. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Minus ipsum reprehenderit consequuntur pariatur inventore. Mollitia provident hic incidunt inventore.,"This case concerns Article 21 - Protection of life and personal liberty under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Mohammed Chandra,Amara Chaudhuri,Cyber Crime Court,Ria Dhingra,2020-01-06,2026-04-22,Convicted,constitutional remedy granted,395 AIR 2008 621,Delhi,Cyber Cell,Arya Chaudhry
INDLAW-2148,Constitution of India,Article 19 - Freedom of speech and expression,Freedom of speech and expression,Synthetic summary of Article 19 - Freedom of speech and expression. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Voluptatem iusto nesciunt odio. Dolorem recusandae veritatis eveniet autem. Dicta neque modi iure facere. Corrupti sint nobis porro dignissimos.,"This case concerns Article 19 - Freedom of speech and expression under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Ekanta Palla,Mason Tiwari,"District Court, Chennai",Xalak Rajagopalan,2019-02-09,2025-12-09,Partly Allowed,lack of evidence,712 AIR 2001 983,Karnataka,Central Crime Branch,Eiravati Banerjee
INDLAW-2149,Labour Laws,Minimum Wages Act - Fixing minimum rates of wages,Fixing minimum rates of wages,Synthetic summary of Minimum Wages Act - Fixing minimum rates of wages. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Odio blanditiis incidunt commodi perferendis. Dicta iure provident amet iusto repudiandae officiis doloribus.,"This case concerns Minimum Wages Act - Fixing minimum rates of wages under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Aarna Aurora,Harrison Sood,"District Court, Chennai",Arin Shan,2024-10-31,2025-09-02,Acquitted,labour benefit granted,849 AIR 2014 534,Maharashtra,Labour Commissioner Office,Ekani Mutti
INDLAW-2150,Constitution of India,Article 14 - Equality before law,Equality before law,Synthetic summary of Article 14 - Equality before law. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Sapiente ex reiciendis nobis dolor. Fuga fugit tenetur minus asperiores quisquam praesentium. A in esse fugiat dignissimos.,"This case concerns Article 14 - Equality before law under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Ekavir Sangha,Nikita Shenoy,Cyber Crime Court,Tripti Khatri,2020-11-03,2025-06-14,Settled,bail granted on conditions,369 AIR 2002 886,Maharashtra,Consumer Forum,Yashawini Dhawan
INDLAW-2151,Code of Criminal Procedure (CrPC),Section 154 - Information in cognizable cases,Information in cognizable cases,Synthetic summary of Section 154 - Information in cognizable cases. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Rem possimus ex quos possimus amet hic.,"This case concerns Section 154 - Information in cognizable cases under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Sanaya Dara,Urvi Kala,"District Court, Chennai",Kavya Wali,2024-07-11,2025-09-11,Dismissed,tax demand confirmed,260 AIR 2016 344,Kerala,Labour Commissioner Office,Zayan Malhotra
INDLAW-2152,"Consumer Protection Act, 2019",Section 2(7) - Consumer definition,Consumer definition,Synthetic summary of Section 2(7) - Consumer definition. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Est quae eaque. Vel eligendi dolorem velit voluptates reiciendis.,"This case concerns Section 2(7) - Consumer definition under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Harinakshi Sridhar,Charan Sridhar,Supreme Court of India,Hemani Hora,2023-01-05,2025-12-31,Settled,procedural violation,822 AIR 2025 534,Telangana,Cyber Cell,Ishanvi Biswas
INDLAW-2153,"Consumer Protection Act, 2019",Section 2(7) - Consumer definition,Consumer definition,Synthetic summary of Section 2(7) - Consumer definition. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Esse minus temporibus sunt provident dolorem. Quasi aliquid veritatis deserunt unde.,"This case concerns Section 2(7) - Consumer definition under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Tanvi Dhar,Brinda Kashyap,"District Court, Chennai",Warinder Rajan,2023-01-26,2025-06-14,Partly Allowed,labour benefit granted,993 AIR 2007 690,Karnataka,Consumer Forum,Eesha Mangal
INDLAW-2154,Labour Laws,Payment of Wages Act - Responsibility for payment of wages,Responsibility for payment of wages,Synthetic summary of Payment of Wages Act - Responsibility for payment of wages. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Cum facere error earum quasi. Commodi omnis consectetur. Fugiat cumque nostrum ratione sunt.,"This case concerns Payment of Wages Act - Responsibility for payment of wages under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Fiyaz Kaul,Xavier Balan,High Court of Delhi,Nihal Mahal,2021-02-22,2025-11-01,Pending,consumer deficiency proved,234 AIR 2006 651,Delhi,Local Police Station,Nidra Prabhu
INDLAW-2155,"Information Technology Act, 2000",Section 43 - Penalty for damage to computer systems,Penalty for damage to computer systems,Synthetic summary of Section 43 - Penalty for damage to computer systems. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Occaecati qui ab labore aut. Saepe quidem exercitationem vero vel in aut. A modi autem veniam totam et asperiores. Harum magnam maiores quasi.,"This case concerns Section 43 - Penalty for damage to computer systems under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Unnati Ramachandran,Baghyawati Reddy,High Court of Madras,Faras Nagy,2020-07-04,2025-10-23,Pending,electronic evidence accepted,827 AIR 2005 40,West Bengal,GST Intelligence Unit,Jonathan Hora
INDLAW-2156,Constitution of India,Article 226 - Power of High Courts to issue writs,Power of High Courts to issue writs,Synthetic summary of Article 226 - Power of High Courts to issue writs. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Consectetur tempora incidunt fugiat laboriosam distinctio soluta. Totam deleniti praesentium commodi excepturi quae. Odit nam dignissimos incidunt impedit architecto.,"This case concerns Article 226 - Power of High Courts to issue writs under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Yashasvi Prabhu,Bhavya Nagy,"District Court, Chennai",Amruta Divan,2023-10-17,2025-11-02,Remanded,bail granted on conditions,643 AIR 2021 978,Maharashtra,Consumer Forum,Diya Krishnan
INDLAW-2157,"Information Technology Act, 2000",Section 66C - Identity theft,Identity theft,Synthetic summary of Section 66C - Identity theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Laudantium doloremque doloribus in quis labore. Praesentium velit enim esse.,"This case concerns Section 66C - Identity theft under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Wishi Shankar,Harrison Dara,Cyber Crime Court,Wahab Din,2023-08-25,2025-07-01,Settled,tax demand confirmed,656 AIR 2015 303,Delhi,Cyber Cell,Samar Sengupta
INDLAW-2158,Code of Criminal Procedure (CrPC),Section 154 - Information in cognizable cases,Information in cognizable cases,Synthetic summary of Section 154 - Information in cognizable cases. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Debitis animi quae ut expedita alias reprehenderit.,"This case concerns Section 154 - Information in cognizable cases under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Isha Uppal,Nitara Mishra,Cyber Crime Court,Dipta Goyal,2024-05-23,2025-07-28,Remanded,electronic evidence accepted,778 AIR 2013 119,Maharashtra,Labour Commissioner Office,Yauvani Bhasin
INDLAW-2159,"Indian Evidence Act, 1872",Section 24 - Confession caused by inducement,Confession caused by inducement,Synthetic summary of Section 24 - Confession caused by inducement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Maiores eveniet quaerat laborum error harum. Molestias saepe illum nam hic quam aperiam magnam.,"This case concerns Section 24 - Confession caused by inducement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Joshua Raghavan,Xiti Ranganathan,"Labour Court, Chennai",Ikshita Manne,2022-06-18,2026-04-15,Partly Allowed,bail granted on conditions,960 AIR 2025 885,Gujarat,Local Police Station,Ganga De
INDLAW-2160,GST Act,Section 31 - Tax invoice,Tax invoice,Synthetic summary of Section 31 - Tax invoice. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Debitis iusto totam nihil. Veritatis atque nobis qui commodi.,"This case concerns Section 31 - Tax invoice under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Saanvi Ghosh,Hritik Dora,"District Court, Mumbai",Aishani Bhalla,2019-01-17,2025-10-14,Acquitted,electronic evidence accepted,971 AIR 2025 419,Tamil Nadu,Local Police Station,Bachittar Devi
INDLAW-2161,"Indian Evidence Act, 1872",Section 32 - Cases in which statement of relevant fact by person who is dead is relevant,Cases in which statement of relevant fact by person who is dead is relevant,Synthetic summary of Section 32 - Cases in which statement of relevant fact by person who is dead is relevant. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Sapiente fugit minus consectetur. Laboriosam eaque temporibus odio quod.,"This case concerns Section 32 - Cases in which statement of relevant fact by person who is dead is relevant under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Edhitha Tara,Eiravati Ratta,"Labour Court, Chennai",Kamala Sule,2019-03-11,2025-09-15,Settled,bail granted on conditions,535 AIR 2012 267,Tamil Nadu,Consumer Forum,Advaith Suri
